Frames (30fps),Time (sec),Distance Elapsed(m),Propulsion Vel (m/s),Propulsion Acceleration (m/s^2),Propulsion Jerk (m/s^3)
636,21.2000,6.9897,0.4170
637,21.2333,7.0036,0.4170
638,21.2667,7.0174,0.4140
639,21.3000,7.0313,0.4170
640,21.3333,7.0451,0.4140
641,21.3667,7.0589,0.4140
642,21.4000,7.0727,0.4140
643,21.4333,7.0865,0.4140
644,21.4667,7.1003,0.4140
645,21.5000,7.1140,0.4110
646,21.5333,7.1278,0.4140
647,21.5667,7.1415,0.4110
648,21.6000,7.1552,0.4110
649,21.6333,7.1688,0.4080
650,21.6667,7.1825,0.4110
651,21.7000,7.1961,0.4080
652,21.7333,7.2098,0.4110
653,21.7667,7.2234,0.4080
654,21.8000,7.2370,0.4080
655,21.8333,7.2505,0.4050
656,21.8667,7.2641,0.4080
657,21.9000,7.2776,0.4050
658,21.9333,7.2911,0.4050
659,21.9667,7.3046,0.4050
660,22.0000,7.3181,0.4050
661,22.0333,7.3315,0.4020
662,22.0667,7.3450,0.4050
663,22.1000,7.3584,0.4020
664,22.1333,7.3718,0.4020
665,22.1667,7.3852,0.4020
666,22.2000,7.3985,0.3990
667,22.2333,7.4119,0.4020
668,22.2667,7.4252,0.3990
669,22.3000,7.4385,0.3990
670,22.3333,7.4517,0.3960
671,22.3667,7.4650,0.3990
672,22.4000,7.4782,0.3960
673,22.4333,7.4914,0.3960
674,22.4667,7.5046,0.3960
675,22.5000,7.5178,0.3960
676,22.5333,7.5310,0.3960
677,22.5667,7.5441,0.3930
678,22.6000,7.5572,0.3930
679,22.6333,7.5703,0.3930
680,22.6667,7.5834,0.3930
681,22.7000,7.5964,0.3900
682,22.7333,7.6094,0.3900
683,22.7667,7.6224,0.3900
684,22.8000,7.6354,0.3900
685,22.8333,7.6484,0.3900
686,22.8667,7.6613,0.3870
687,22.9000,7.6742,0.3870
688,22.9333,7.6871,0.3870
689,22.9667,7.7000,0.3870
690,23.0000,7.7128,0.3840
691,23.0333,7.7256,0.3840
692,23.0667,7.7384,0.3840
693,23.1000,7.7512,0.3840
694,23.1333,7.7640,0.3840
695,23.1667,7.7767,0.3810
696,23.2000,7.7894,0.3810
697,23.2333,7.8021,0.3810
698,23.2667,7.8148,0.3810
699,23.3000,7.8274,0.3780
700,23.3333,7.8400,0.3780
701,23.3667,7.8526,0.3780
702,23.4000,7.8652,0.3780
703,23.4333,7.8777,0.3750
704,23.4667,7.8902,0.3750
705,23.5000,7.9027,0.3750
706,23.5333,7.9152,0.3750
707,23.5667,7.9276,0.3720
708,23.6000,7.9400,0.3720
709,23.6333,7.9524,0.3720
710,23.6667,7.9648,0.3720
711,23.7000,7.9771,0.3690
712,23.7333,7.9894,0.3690
713,23.7667,8.0017,0.3690
714,23.8000,8.0140,0.3690
715,23.8333,8.0262,0.3660
716,23.8667,8.0384,0.3660
717,23.9000,8.0506,0.3660
718,23.9333,8.0628,0.3660
719,23.9667,8.0749,0.3630
720,24.0000,8.0870,0.3630
721,24.0333,8.0991,0.3630
722,24.0667,8.1112,0.3630
723,24.1000,8.1232,0.3600
724,24.1333,8.1352,0.3600
725,24.1667,8.1472,0.3600
726,24.2000,8.1591,0.3570
727,24.2333,8.1711,0.3600
728,24.2667,8.1830,0.3570
729,24.3000,8.1948,0.3540
730,24.3333,8.2067,0.3570
731,24.3667,8.2185,0.3540
732,24.4000,8.2303,0.3540
733,24.4333,8.2420,0.3510
734,24.4667,8.2537,0.3510
735,24.5000,8.2654,0.3510
736,24.5333,8.2771,0.3510
737,24.5667,8.2888,0.3510
738,24.6000,8.3004,0.3480
739,24.6333,8.3120,0.3480
740,24.6667,8.3235,0.3450
741,24.7000,8.3351,0.3480
742,24.7333,8.3466,0.3420
743,24.7667,8.3580,0.3420
744,24.8000,8.3695,0.3450
745,24.8333,8.3809,0.3420
746,24.8667,8.3923,0.3420
747,24.9000,8.4036,0.3390
748,24.9333,8.4149,0.3390
749,24.9667,8.4262,0.3390
750,25.0000,8.4375,0.3390
751,25.0333,8.4487,0.3360
752,25.0667,8.4599,0.3360
753,25.1000,8.4711,0.3360
754,25.1333,8.4823,0.3360
755,25.1667,8.4934,0.3330
756,25.2000,8.5045,0.3330
757,25.2333,8.5155,0.3300
758,25.2667,8.5265,0.3300
759,25.3000,8.5375,0.3300
760,25.3333,8.5485,0.3300
761,25.3667,8.5594,0.3270
762,25.4000,8.5703,0.3270
763,25.4333,8.5812,0.3270
764,25.4667,8.5920,0.3240
765,25.5000,8.6028,0.3240
766,25.5333,8.6136,0.3240
767,25.5667,8.6243,0.3210
768,25.6000,8.6350,0.3210
769,25.6333,8.6457,0.3210
770,25.6667,8.6563,0.3180
771,25.7000,8.6670,0.3180
772,25.7333,8.6775,0.3150
773,25.7667,8.6881,0.3180
774,25.8000,8.6986,0.3150
775,25.8333,8.7091,0.3150
776,25.8667,8.7195,0.3120
777,25.9000,8.7299,0.3120
778,25.9333,8.7403,0.3120
779,25.9667,8.7506,0.3090
780,26.0000,8.7610,0.3120
781,26.0333,8.7712,0.3060
782,26.0667,8.7815,0.3090
783,26.1000,8.7917,0.3060
784,26.1333,8.8019,0.3060
785,26.1667,8.8120,0.3030
786,26.2000,8.8221,0.3030
787,26.2333,8.8322,0.3030
788,26.2667,8.8422,0.3000
789,26.3000,8.8522,0.3000
790,26.3333,8.8622,0.3000
791,26.3667,8.8722,0.3000
792,26.4000,8.8821,0.2970
793,26.4333,8.8919,0.2940
794,26.4667,8.9018,0.2970
795,26.5000,8.9116,0.2940
796,26.5333,8.9213,0.2910
797,26.5667,8.9310,0.2910
798,26.6000,8.9407,0.2910
799,26.6333,8.9504,0.2910
800,26.6667,8.9600,0.2880
801,26.7000,8.9696,0.2880
